cod_cliente,nome_completo,email,tipo_cliente,data_inclusao,cpfcnpj,endereco,cep,uf,tempo_como_cliente,idade
210,Lucas Cardoso,maria-alice27@example.net,Pessoa Física,2018-11-15 14:36:00,189.342.650-51,"Vila Sales, 56 São Lucas 72371269 das Neves / PA",44811-766,Pará,78.63333333333334,
217,Vitor Cardoso,rezendeisis@example.org,Pessoa Física,2018-09-05 14:44:00,927.154.038-79,"Núcleo Peixoto, 29 Beija Flor 12707682 Cunha / RR",11883-390,Roraima,81.0,
218,Enzo Cardoso,martinsjoao-miguel@example.com,Pessoa Física,2019-10-01 16:05:00,529.140.378-05,"Distrito Clarice da Luz, 35 Lourdes 24553496 Lopes do Sul / SC",42430-747,Santa Catarina,67.96666666666667,19.0
241,Joaquim Cardoso,cardosomaysa@example.net,Pessoa Física,2021-02-26 12:19:00,136.942.087-04,"Trecho Yago Dias, 20 Jardim América 07951411 da Mota / ES",71337392,Espírito Santo,50.833333333333336,45.0
263,Breno Cardoso,vsantos@example.org,Pessoa Física,2017-12-27 13:22:00,180.964.753-39,"Condomínio Gabrielly Costela, 485 São Bento 04770068 Oliveira da Serra / AP",83728117,Amapá,89.4,83.0
270,Natália Cardoso,barrosclarice@example.com,Pessoa Física,2019-09-05 16:38:00,304.872.619-50,"Praça de Ferreira, 5 Flamengo 27068-714 Azevedo do Amparo / MA",21373248,Maranhão,68.83333333333333,31.0
307,Augusto Cardoso,fernanda99@example.org,Pessoa Física,2017-02-10 16:42:00,792.651.043-25,"Distrito Erick Cavalcanti, 36 Mangabeiras 66325210 da Conceição / RN",38243-006,Rio Grande do Norte,100.06666666666666,
336,Mirella Cardoso,marcelo05@example.org,Pessoa Física,2020-10-18 13:03:00,782.156.043-07,"Fazenda Souza, 413 Padre Eustáquio 22283686 Farias do Norte / PR",51618919,Paraná,55.2,
468,Kevin Cardoso,vitor29@example.com,Pessoa Física,2021-08-27 13:19:00,045.718.296-20,"Parque Costa, 322 Santa Sofia 25665-372 Alves / CE",82355-894,Ceará,44.766666666666666,31.0
481,Yago Cardoso,vitorfogaca@example.net,Pessoa Física,2020-04-14 16:19:00,364.872.105-44,"Estação Correia, 1 Santa Maria 51863961 Nascimento / PR",41812110,Paraná,61.43333333333333,60.0
552,Júlia Cardoso,ssilva@example.net,Pessoa Física,2018-06-17 14:15:00,257.601.483-62,"Ãrea João Felipe Ferreira, 824 Dom Cabral 21297581 Fernandes / TO",08094-852,Tocantins,83.66666666666667,
568,Maria Fernanda Cardoso,yago53@example.org,Pessoa Física,2020-08-22 15:21:00,869.215.347-82,"Vale Silveira, 3 Nova America 17600-099 da Conceição da Praia / PB",99471851,Paraíba,57.1,
597,Lucas Cardoso,julia00@example.net,Pessoa Física,2019-06-19 12:21:00,973.281.605-86,"Campo Otávio Gomes, 11 Barão Homem De Melo 3ª Seção 48152-500 das Neves do Campo / MS",52389135,Mato Grosso do Sul,71.43333333333334,
667,Ana Cardoso,maria-juliasouza@example.com,Pessoa Física,2022-03-06 15:06:00,312.047.986-13,"Trecho Luigi Cavalcanti, 59 Vila Pilar 16218326 Pinto / PR",90177-078,Paraná,38.4,
669,Cauã Cardoso,rebecada-rosa@example.net,Pessoa Física,2016-04-15 14:26:00,376.248.510-08,"Setor Olivia Monteiro, 217 Santa Isabel 10045-601 Jesus / MS",99364-926,Mato Grosso do Sul,110.1,
685,Enzo Cardoso,mirella43@example.com,Pessoa Física,2021-02-27 15:29:00,856.970.321-02,"Passarela de Azevedo, 1 Santa Monica 92384-193 Caldeira Verde / MG",54474894,Minas Gerais,50.8,
707,Caio Cardoso,maria-julia07@example.com,Pessoa Física,2016-10-22 14:14:00,832.146.759-82,Travessa de Costela Santa Lúcia 58697-782 Cavalcanti Alegre / PR,71436-266,Paraná,103.76666666666667,
735,Rafael Cardoso,idas-neves@example.org,Pessoa Física,2012-12-03 13:05:00,183.729.546-82,"Esplanada Nunes, 46 Etelvina Carneiro 03683-959 Pires / BA",35352-960,Bahia,151.06666666666666,26.0
790,Clarice Cardoso,emanuella58@example.net,Pessoa Física,2014-07-03 16:49:00,351.874.609-00,"Rua de Moraes, 8 Vila Batik 22249-412 Cunha Paulista / PE",00506-259,Pernambuco,131.83333333333334,27.0
798,Calebe Cardoso,juanmelo@example.org,Pessoa Física,2015-11-21 10:49:00,063.872.549-65,"Praia de da Rosa, 89 Vila Santa Monica 1ª Seção 87063490 Gonçalves / MS",67600436,Mato Grosso do Sul,114.96666666666667,
968,Fernando Cardoso,isabella58@example.org,Pessoa Física,2018-02-01 16:14:00,523.890.467-38,Morro Lopes Copacabana 32525-631 da Cruz dos Dourados / SP,86938-977,São Paulo,88.2,25.0
74,Maria Alice Correia,ugomes@example.com,Pessoa Física,2016-07-26 10:37:00,604.238.791-03,"Sítio Juan Nascimento, 7 Apolonia 15044000 da Costa / RN",71920821,Rio Grande do Norte,106.7,67.0
81,Laís Correia,marcela49@example.com,Pessoa Física,2021-04-03 13:18:00,076.351.942-16,"Residencial de Nascimento, 46 Vila Santo Antônio 34127-554 Mendes de Farias / CE",25372-189,Ceará,49.63333333333333,18.0
137,Cauã Correia,da-pazemanuella@example.org,Pessoa Física,2017-01-06 14:34:00,819.072.346-40,"Travessa de das Neves, 34 Nova Granada 25332-967 Caldeira Verde / CE",41060234,Ceará,101.23333333333333,61.0
372,Brenda Correia,qgoncalves@example.org,Pessoa Física,2013-11-27 13:03:00,345.926.017-34,Feira de Moura Vila Antena 67354401 Caldeira do Amparo / MG,11580065,Minas Gerais,139.1,
392,Isabella Correia,joao-lucasfreitas@example.org,Pessoa Física,2015-12-26 15:09:00,560.217.498-20,"Jardim Yago das Neves, 49 Vila São Rafael 31159338 Mendes / BA",18306-600,Bahia,113.8,25.0
408,João Correia,carvalhoemilly@example.com,Pessoa Física,2021-10-15 10:47:00,213.659.487-73,"Parque Barros, 87 Caetano Furquim 21534-413 Jesus / RN",75390263,Rio Grande do Norte,43.13333333333333,
428,Pedro Henrique Correia,jlopes@example.net,Pessoa Física,2019-11-27 14:29:00,160.872.359-30,"Núcleo Pinto, 562 Cidade Nova 40869328 Lopes do Sul / AC",69003-972,Acre,66.06666666666666,59.0
536,Maysa Correia,eduardo67@example.net,Pessoa Física,2020-12-09 14:29:00,358.049.716-20,"Morro Sofia da Mata, 36 Casa Branca 86256077 Mendes / RJ",2785728,Rio de Janeiro,53.46666666666667,
574,Vitória Correia,jduarte@example.org,Pessoa Física,2014-03-05 16:10:00,951.247.836-64,"Lago de da Mata, 489 São Vicente 89030914 Costa / RR",13347642,Roraima,135.83333333333334,
625,João Correia,claralopes@example.org,Pessoa Física,2021-01-09 11:36:00,401.287.935-97,"Fazenda Almeida, 32 Vila Batik 19866-033 Teixeira / MS",61410-865,Mato Grosso do Sul,52.43333333333333,37.0
900,Levi Correia,cfarias@example.org,Pessoa Física,2021-08-06 12:29:00,809.537.462-83,"Jardim Rocha, 72 Novo Glória 79010-844 Novaes / RR",92278668,Roraima,45.46666666666667,64.0
153,Luiz Gustavo Costela,rafael61@example.net,Pessoa Física,2014-09-12 16:45:00,048.372.651-62,"Conjunto de Costa, 4 Granja De Freitas 18338464 Rocha de Peixoto / DF",3524308,Distrito Federal,129.46666666666667,
165,Ana Carolina Costela,davi-lucas33@example.com,Pessoa Física,2020-01-23 12:15:00,913.647.852-00,Residencial Clarice Caldeira São Luiz 36792-608 Santos / ES,02181-326,Espírito Santo,64.16666666666667,
252,Agatha Costela,hcampos@example.org,Pessoa Física,2019-07-18 12:56:00,549.132.680-15,"Vereda Moura, 6 Nossa Senhora Da Conceição 92168616 da Mata das Flores / AP",59625-368,Amapá,70.46666666666667,52.0
319,Cecília Costela,nicolasjesus@example.com,Pessoa Física,2021-08-18 15:41:00,396.721.085-59,"PraÃ§a de Duarte, 28 Vila São Rafael 62758847 Pereira do Sul / SC",57267113,Santa Catarina,45.06666666666667,35.0
486,Davi Lucca Costela,araujogustavo-henrique@example.org,Pessoa Física,2015-04-23 13:18:00,869.345.027-10,"Parque Gomes, 732 Nossa Senhora De Fátima 25354-774 da Mota do Amparo / SP",93250-071,São Paulo,122.03333333333333,22.0
538,Sophie Costela,nicolas99@example.com,Pessoa Física,2022-11-25 11:24:00,812.964.530-06,"Chácara Ramos, 91 Vila Jardim Leblon 67405-337 Gomes do Sul / MA",72101-372,Maranhão,29.6,55.0
642,Enzo Gabriel Costela,da-cruzbryan@example.org,Pessoa Física,2019-06-26 12:58:00,493.825.617-73,"Campo Sales, 66 Santa Tereza 16101-633 Sales / TO",17468-663,Tocantins,71.2,
728,Gabrielly Costela,maite10@example.org,Pessoa Física,2020-11-23 12:34:00,874.509.261-30,"Conjunto de Martins, 96 Vila Paquetá 28412794 Ribeiro / RS",47587350,Rio Grande do Sul,54.0,
745,Marcela Costela,klima@example.org,Pessoa Física,2017-04-23 15:36:00,204.953.816-24,"Viaduto Arthur Nascimento, 45 João Alfredo 55135-284 Araújo da Praia / PB",44587-274,Paraíba,97.66666666666667,
795,Bernardo Costela,correiamaria-julia@example.net,Pessoa Física,2022-02-25 15:08:00,841.052.739-14,"Rodovia de Barros, 48 Esplanada 39552867 da Cunha Verde / RS",86841-476,Rio Grande do Sul,38.7,47.0
958,Daniel Costela,mdias@example.org,Pessoa Física,2018-10-09 15:05:00,218.569.047-76,"Parque da Mota, 27 Beija Flor 84721055 Ramos da Serra / MS",57105-880,Mato Grosso do Sul,79.86666666666666,
26,Augusto Fogaça,fernandesmaria-julia@example.net,Pessoa Física,2012-08-12 16:34:00,435.821.079-14,"Setor de Moraes, 62 Gutierrez 90925544 Sales das Flores / RN",20290-725,Rio Grande do Norte,154.83333333333334,
455,Luna Fogaça,maria-julia65@example.org,Pessoa Física,2017-08-24 10:26:00,396.150.427-06,"Aeroporto Luiz Miguel Nascimento, 936 Bom Jesus 73993124 Correia / MA",69265010,Maranhão,93.56666666666666,
512,Vitória Fogaça,teixeiraluiz-gustavo@example.net,Pessoa Física,2020-05-12 12:40:00,260.145.378-80,"Via Noah Fernandes, 78 Tres Marias 69283-118 Mendes das Flores / RR",86720-928,Roraima,60.5,20.0
689,Gabriel Fogaça,marinasilva@example.org,Pessoa Física,2014-04-15 11:08:00,580.342.167-71,Largo Alves Solimoes 35556-607 Vieira de Moraes / PE,20921-329,Pernambuco,134.46666666666667,
718,Stella Fogaça,carvalhocamila@example.net,Pessoa Física,2018-03-09 14:52:00,241.905.873-97,"Rua de da Conceição, 43 Marieta 1ª Seção 91451-022 Ribeiro da Prata / AP",91322358,Amapá,87.0,
766,Ana Vitória Fogaça,salesisabella@example.com,Pessoa Física,2014-09-07 13:15:00,943.170.528-14,"Área de da Rosa, 58 Estrela Do Oriente 08916-900 Fernandes do Campo / AM",66310967,Amazonas,129.63333333333333,51.0
775,Kevin Fogaça,mmelo@example.com,Pessoa Física,2011-03-19 14:55:00,921.738.064-40,"Conjunto da Cruz, 17 Gameleira 27867-967 Costa / MG",15510174,Minas Gerais,171.9,31.0
86,Rebeca Freitas,da-rosamaysa@example.com,Pessoa Física,2016-03-05 13:55:00,468.571.930-10,"Campo Fogaça, 382 Vila Ecológica 17362-108 Carvalho / SE",92293551,Sergipe,111.46666666666667,17.0
173,Marcela Freitas,clarada-mota@example.com,Pessoa Física,2021-05-12 14:45:00,379.042.651-25,"Setor Rezende, 485 Nossa Senhora Da Aparecida 95882713 Moreira de Ribeiro / SC",42074-019,Santa Catarina,48.333333333333336,
215,Lívia Freitas,ydias@example.org,Pessoa Física,2020-04-10 14:14:00,194.703.268-22,"Trevo Isis Costa, 565 Madre Gertrudes 92733172 da Mata / MS",43218579,Mato Grosso do Sul,61.56666666666667,
275,Julia Freitas,da-cruzisabella@example.com,Pessoa Física,2020-05-02 12:18:00,026.754.139-25,"Condomínio de Pires, 98 Suzana 20099-665 Pires da Praia / RJ",56335095,Rio de Janeiro,60.833333333333336,55.0
348,João Gabriel Freitas,pintothales@example.net,Pessoa Física,2018-03-03 11:58:00,681.324.790-50,"Loteamento de da Luz, 89 Caiçaras 58869-612 Farias / AM",31770-420,Amazonas,87.2,
385,João Felipe Freitas,pedro-lucassouza@example.com,Pessoa Física,2018-08-06 12:05:00,134.729.850-97,"Passarela Nicole da Mota, 1 Vila Pinho 18178711 Costela da Mata / PI",4123732,Piauí,82.0,81.0
435,Davi Freitas,juliacastro@example.org,Pessoa Física,2011-02-02 11:14:00,649.270.381-22,"Passarela de Almeida, 88 Conjunto Celso Machado 52242-507 Nascimento / RR",17882-080,Roraima,173.4,55.0
474,Otávio Freitas,joao-pedro86@example.net,Pessoa Física,2020-01-12 10:03:00,164.903.785-66,"Quadra Araújo, 301 Buraco Quente 28418-860 Lopes / RJ",62436-426,Rio de Janeiro,64.53333333333333,
477,Otávio Freitas,xmoura@example.net,Pessoa Física,2022-08-20 14:19:00,978.205.314-79,"Vereda Marcelo Souza, 1 Alto Das Antenas 12225-558 Melo Verde / ES",19130-426,Espírito Santo,32.833333333333336,
607,Heloísa Freitas,cramos@example.net,Pessoa Física,2015-12-04 11:48:00,026.348.951-51,Condomínio Sophia da Mata Antonio Ribeiro De Abreu 1Âª SeÃ§ão 29820-081 da Mota / PA,76013101,Pará,114.53333333333333,
687,Gustavo Henrique Freitas,santospietra@example.net,Pessoa Física,2021-12-14 10:04:00,304.921.786-31,"Colônia de Pires, 733 Alto Caiçaras 31721120 Pereira de Farias / RN",88959-636,Rio Grande do Norte,41.13333333333333,73.0
807,Lorena Freitas,da-costagabriela@example.com,Pessoa Física,2022-07-28 16:18:00,372.841.605-35,"Rodovia Monteiro, 80 Vila Piratininga 08695890 Nunes / RR",60173281,Roraima,33.6,
869,Eduarda Freitas,gcardoso@example.org,Pessoa Física,2021-04-09 13:01:00,712.643.508-80,"Morro Novaes, 7 Estrela 33844133 Azevedo / MG",68219-707,Minas Gerais,49.43333333333333,46.0
878,Guilherme Freitas,murilomoreira@example.com,Pessoa Física,2012-05-16 14:13:00,561.034.879-00,Lagoa Moreira Bandeirantes 52917-532 Dias do Oeste / AP,10183184,Amapá,157.76666666666668,23.0
891,Gustavo Henrique Freitas,oliveirahenrique@example.net,Pessoa Física,2012-02-20 13:42:00,126.094.378-03,"Parque de da Paz, 8 Vila Dos Anjos 71773-667 das Neves do Galho / DF",45295-653,Distrito Federal,160.63333333333333,43.0
923,Lucas Freitas,isaac81@example.com,Pessoa Física,2021-05-05 13:11:00,294.613.508-05,"Jardim de Ramos, 220 Alto Barroca 55584857 Barbosa / TO",62512714,Tocantins,48.56666666666667,
997,Raquel Freitas,yfreitas@example.com,Pessoa Física,2020-11-20 13:29:00,485.091.726-76,"Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",427644,Amapá,54.1,45.0
2,Luigi Martins,da-motaisabel@example.org,Pessoa Física,2020-03-27 13:05:00,287.069.351-68,"Sítio Melo, 939 Túnel De Ibirité 71965-934 da Mota / TO",9471122,Tocantins,62.03333333333333,
65,Daniela Martins,maria-julia15@example.org,Pessoa Física,2018-08-26 12:33:00,486.573.902-56,"Viaduto de da Costa, 839 Marçola 92964312 Pires / PI",20479-151,Piauí,81.33333333333333,
145,Carolina Martins,paulosantos@example.org,Pessoa Física,2011-03-03 13:41:00,395.412.607-99,"Jardim Nathan Nogueira, 11 Aarão Reis 38082994 da Cruz / RJ",07948-351,Rio de Janeiro,172.43333333333334,70.0
176,Alexia Martins,isadorasilveira@example.net,Pessoa Física,2019-04-20 14:06:00,816.732.495-82,Residencial Rocha Paquetá 32152982 das Neves de das Neves / PI,72098-448,Piauí,73.43333333333334,
200,Amanda Martins,andreda-rosa@example.org,Pessoa Física,2015-05-17 10:24:00,627.984.015-85,"Estação Enzo Duarte, 66 Lagoinha 39361698 Jesus / AC",94558596,Acre,121.23333333333333,
209,Benjamin Martins,pintomaria-julia@example.net,Pessoa Física,2021-02-07 12:38:00,718.243.965-46,"Estação de Pinto, 135 Vila Fumec 67616404 da Conceição / MG",53805660,Minas Gerais,51.46666666666667,
216,Davi Lucca Martins,barbosapedro@example.org,Pessoa Física,2019-12-06 11:03:00,679.425.031-43,"Rua de Sales, 9 Álvaro Camargos 12577816 Vieira / SE",25721-707,Sergipe,65.76666666666667,69.0
220,Otávio Martins,ncardoso@example.net,Pessoa Física,2017-08-17 11:51:00,016.892.735-77,"Campo Stella Alves, 94 Alto Das Antenas 89423334 Cardoso / ES",10725-665,Espírito Santo,93.8,
245,Marcos Vinicius Martins,aragaoyasmin@example.com,Pessoa Física,2018-06-15 11:38:00,693.754.201-16,"Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",36206809,Roraima,83.73333333333333,
272,Isadora Martins,karagao@example.com,Pessoa Física,2021-08-25 10:48:00,107.643.259-06,Rua de Novaes Maria Tereza 97518804 Rodrigues / AC,35780004,Acre,44.833333333333336,81.0
337,Lorena Martins,elisadias@example.net,Pessoa Física,2017-08-03 14:16:00,094.328.765-00,"Rua Kamilly Moura, 21 Vista Alegre 44980682 Lima / RR",13920715,Roraima,94.26666666666667,
355,Clara Martins,davi92@example.org,Pessoa Física,2022-10-22 14:50:00,452.370.619-07,"Residencial Novaes, 62 Vila União 94123-530 Silveira / AM",5790922,Amazonas,30.733333333333334,32.0
579,Catarina Martins,pintobeatriz@example.net,Pessoa Física,2018-10-03 16:00:00,319.462.508-05,"Conjunto de Rodrigues, 1 Vila Independencia 1ª Seção 37495-506 Ferreira de Minas / AM",8026207,Amazonas,80.06666666666666,44.0
711,Ian Martins,pintostephany@example.com,Pessoa Física,2022-12-08 14:47:00,274.086.351-90,"Pátio Luiz Henrique Lopes, 97 Marmiteiros 88332668 Silva da Prata / GO",1697859,Goiás,29.166666666666668,
723,Diego Martins,mirellabarros@example.com,Pessoa Física,2013-12-02 14:38:00,859.234.760-29,"Sítio de da Luz, 12 Casa Branca 78998124 Pereira / DF",93720793,Distrito Federal,138.93333333333334,43.0
858,Enzo Gabriel Martins,rafaela90@example.net,Pessoa Física,2018-11-28 11:24:00,314.627.580-53,"Viela Nunes, 38 Pousada Santo Antonio 79028676 Jesus de Rodrigues / AL",63811868,Alagoas,78.2,
892,Daniela Martins,gustavo-henrique28@example.org,Pessoa Física,2015-08-05 12:19:00,182.973.605-12,"Travessa Lima, 30 Novo São Lucas 61722185 Ferreira / DF",3412726,Distrito Federal,118.56666666666666,
910,Renan Martins,vgoncalves@example.org,Pessoa Física,2011-11-03 16:42:00,628.749.350-00,"Viela Rezende, 72 Acaba Mundo 81250-567 Cardoso da Praia / MS",28143660,Mato Grosso do Sul,164.26666666666668,39.0
950,Rafaela Martins,ocosta@example.com,Pessoa Física,2020-10-23 14:33:00,301.859.672-21,"Esplanada de Lima, 792 Universitário 17334-458 Fernandes Paulista / PB",00167-046,Paraíba,55.03333333333333,
961,Yago Martins,ferreiradavi@example.com,Pessoa Física,2020-05-13 11:41:00,061.472.839-87,"Estrada Rezende, 10 Parque São Pedro 88844755 Pereira Verde / GO",07616-295,Goiás,60.46666666666667,31.0
53,Maria Alice Moreira,anthony00@example.net,Pessoa Física,2011-05-24 15:30:00,436.782.901-40,"Estação Alves, 684 Vila Pilar 63522729 Dias do Sul / AL",90281-645,Alagoas,169.7,29.0
58,Bruno Moreira,rodrigofogaca@example.com,Pessoa Física,2017-11-02 12:54:00,603.597.248-92,"Recanto de Souza, 56 Vila Jardim Leblon 30799-297 Martins das Pedras / RJ",86635643,Rio de Janeiro,91.23333333333333,
94,Sarah Moreira,bryansilva@example.org,Pessoa Física,2011-09-09 15:00:00,746.901.258-30,"Residencial Vinicius Gonçalves, 5 Vila Maloca 54353333 Costa da Prata / GO",56080861,Goiás,166.1,
178,Maria Clara Moreira,limagustavo@example.com,Pessoa Física,2020-07-17 16:24:00,678.254.103-35,"Travessa Oliveira, 65 Bandeirantes 27146-308 das Neves de Lima / AC",49009385,Acre,58.3,
214,Gustavo Moreira,ana-clara05@example.net,Pessoa Física,2017-04-04 14:29:00,958.130.746-00,"Viela Manuela Rodrigues, 66 Alto Dos Pinheiros 62945-313 Oliveira / AL",54571-005,Alagoas,98.3,
255,Julia Moreira,silveiramelissa@example.net,Pessoa Física,2022-10-10 10:25:00,396.270.158-30,"Estação Alexia Lopes, 5 Vila Da Amizade 51850-984 Rezende de Castro / PB",00262-103,Paraíba,31.133333333333333,78.0
277,Luiz Miguel Moreira,martinsdiego@example.net,Pessoa Física,2013-06-09 12:38:00,086.935.124-98,"Passarela de Santos, 98 Vila Barragem Santa Lúcia 30304-486 Melo de Oliveira / MG",67473094,Minas Gerais,144.8,37.0
438,Yasmin Moreira,davi67@example.net,Pessoa Física,2017-06-10 14:28:00,064.785.293-47,"Condomínio Correia, 742 São Salvador 32786903 Souza / SC",8955021,Santa Catarina,96.06666666666666,
492,Davi Luiz Moreira,oliviamelo@example.net,Pessoa Física,2016-06-17 11:48:00,743.208.516-17,"Trecho Maysa Sales, 50 Vila Sesc 37960-340 Rezende / AL",87354941,Alagoas,108.0,
513,Rafaela Moreira,ada-paz@example.com,Pessoa Física,2021-07-01 11:43:00,592.036.841-15,"Ladeira Pietra Carvalho, 8 Ouro Minas 44226-183 Araújo / PI",75408722,Piauí,46.666666666666664,
566,Cauã Moreira,ana-clara57@example.org,Pessoa Física,2013-11-11 12:53:00,025.138.946-42,Viela Ana Cardoso Dona Clara 02078921 Vieira / AC,41520-936,Acre,139.63333333333333,
583,Esther Moreira,ibarbosa@example.net,Pessoa Física,2020-06-25 14:02:00,793.401.682-40,"Trecho Kamilly Vieira, 25 Conjunto Floramar 63627215 Aragão / RO",99572275,Rondônia,59.03333333333333,68.0
677,Julia Moreira,rezendethomas@example.net,Pessoa Física,2018-01-15 11:14:00,825.316.940-05,"Pátio de Sales, 12 Juliana 79832367 Azevedo / RS",46015684,Rio Grande do Sul,88.76666666666667,
813,Ana Moreira,tlima@example.org,Pessoa Física,2020-08-28 11:27:00,952.306.178-02,"Via Miguel Pereira, 56 Boa Vista 90441-069 Alves do Norte / RS",16347-789,Rio Grande do Sul,56.9,71.0
903,João Guilherme Moreira,ypeixoto@example.com,Pessoa Física,2020-08-16 11:05:00,721.086.459-85,"Trevo Novaes, 83 Vila Independencia 3Âª SeÃ§ão 63084022 da ConceiÃ§ão / PA",80883467,Pará,57.3,
927,Catarina Moreira,usales@example.com,Pessoa Física,2011-08-15 14:48:00,356.841.972-64,"Vereda Nogueira, 258 Alta Tensão 1ª Seção 70468-406 Moura do Norte / AM",29576719,Amazonas,166.93333333333334,
1,Vitor Peixoto,ferreiradaniela@example.com,Pessoa Física,2014-07-08 16:25:00,475.916.830-39,"Setor Mariane da Conceição, 21 São Luiz 78156-593 Pires de Silveira / GO",80160975,Goiás,131.66666666666666,
11,Esther Peixoto,mnogueira@example.net,Pessoa Física,2010-11-12 16:37:00,092.745.618-49,"Pátio Vitor Nogueira, 3 Vila Copacabana 34500762 Cardoso de da Costa / SE",60976-701,Sergipe,176.13333333333333,
15,Francisco Peixoto,gabriela62@example.net,Pessoa Física,2022-09-11 15:51:00,451.732.069-34,"Praia Juan Moura, 27 Copacabana 41892762 Pinto da Serra / ES",58257-173,Espírito Santo,32.1,
238,Leonardo Peixoto,catarinaaraujo@example.net,Pessoa Física,2019-03-08 16:08:00,231.680.457-80,"Recanto de Costa, 400 Ventosa 02897-918 Lopes do Galho / RR",54957-836,Roraima,74.86666666666666,
293,Milena Peixoto,elisada-cunha@example.com,Pessoa Física,2018-10-14 12:48:00,037.986.145-39,"Morro da Costa, 35 Miramar 55627-627 da Mata do Norte / SP",74310977,São Paulo,79.7,17.0
309,Pedro Lucas Peixoto,pnascimento@example.org,Pessoa Física,2015-07-15 11:21:00,281.049.673-04,"Avenida da Rocha, 3 Betânia 96725-893 Pires / PB",803602,Paraíba,119.26666666666667,
314,Luana Peixoto,luiz-miguel20@example.com,Pessoa Física,2017-02-11 12:07:00,158.390.764-57,"Campo Amanda Silveira, 306 Santo Antônio 73540760 Nascimento / RN",34847413,Rio Grande do Norte,100.03333333333333,18.0
390,Amanda Peixoto,leticiacostela@example.com,Pessoa Física,2018-08-17 15:11:00,132.069.847-69,"Recanto Melissa das Neves, 1 Leonina 26637-569 Souza / AL",69658-168,Alagoas,81.63333333333334,
637,Amanda Peixoto,acunha@example.net,Pessoa Física,2017-03-05 16:46:00,298.014.675-76,"Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",9777905,Santa Catarina,99.3,
662,Cecília Peixoto,da-cunhagabriela@example.net,Pessoa Física,2022-12-15 12:50:00,539.864.120-42,"EstaÃ§ão Alves, 2 Estrela 93885-883 Ferreira / MA",58063933,Maranhão,28.933333333333334,
748,Emilly Peixoto,moreiraenzo@example.net,Pessoa Física,2019-06-19 11:57:00,210.765.948-67,"Colônia Araújo, 967 Ápia 47383-578 Carvalho / ES",85405-606,Espírito Santo,71.43333333333334,
784,Luiz Gustavo Peixoto,peixotostella@example.com,Pessoa Física,2020-07-27 12:34:00,482.036.715-35,"Condomínio de Silveira, 31 Prado 21560258 Novaes das Flores / AM",45895-886,Amazonas,57.96666666666667,
797,Clarice Peixoto,ylima@example.com,Pessoa Física,2018-10-21 14:14:00,842.509.617-02,"Setor de Peixoto, 3 Camponesa 2ª Seção 37361701 Campos do Oeste / PR",32349-572,Paraná,79.46666666666667,35.0
799,Giovanna Peixoto,moraesjuliana@example.com,Pessoa Física,2021-05-24 11:29:00,463.207.815-80,"Aeroporto Gonçalves, 15 Silveira 97640668 Rodrigues de Silva / AL",34250783,Alagoas,47.93333333333333,61.0
934,André Peixoto,ramosisabelly@example.org,Pessoa Física,2017-08-25 16:02:00,904.857.123-50,Jardim Bruno da Mata Palmares 47723-078 Silva / RN,95211861,Rio Grande do Norte,93.53333333333333,
959,João Felipe Peixoto,brendaoliveira@example.com,Pessoa Física,2022-06-07 12:06:00,053.284.691-51,"Trecho Almeida, 13 Colégio Batista 24122732 da Paz / SC",87123267,Santa Catarina,35.3,81.0
969,Pietra Peixoto,erickmoreira@example.net,Pessoa Física,2020-10-18 10:41:00,398.402.715-04,"Vila de Lopes, 76 João Alfredo 45515876 Carvalho de Minas / RN",62717655,Rio Grande do Norte,55.2,70.0
108,Maria Sophia Pereira,limamarcelo@example.org,Pessoa Física,2017-04-13 12:21:00,342.176.805-62,"Lago João Lucas Caldeira, 69 Campo Alegre 45988-418 Araújo / MT",97593-166,Mato Grosso,98.0,75.0
130,Juan Pereira,maitepeixoto@example.com,Pessoa Física,2019-11-15 10:31:00,034.912.687-96,"Lago Ian Duarte, 370 Santa Amelia 04743882 Lima Grande / CE",64577-629,Ceará,66.46666666666667,
164,Thiago Pereira,ngoncalves@example.com,Pessoa Física,2014-09-08 12:52:00,963.570.421-61,"Largo Camila Gomes, 181 Padre Eustáquio 42431193 Jesus / PA",18900-231,Pará,129.6,
175,Joaquim Pereira,gabriellysilveira@example.net,Pessoa Física,2015-12-17 14:44:00,279.364.850-74,Largo de Nascimento Santa Isabel 98609-522 da Cruz Verde / CE,19599-389,Ceará,114.1,68.0
247,Stephany Pereira,brenoda-cruz@example.com,Pessoa Física,2019-07-25 14:05:00,957.482.106-49,"Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",69958-930,Amazonas,70.23333333333333,
302,Caué Pereira,ana-vitoria06@example.com,Pessoa Física,2017-01-10 13:05:00,237.061.948-13,Fazenda de Viana Minas Brasil 54626-764 Lima / SC,2056823,Santa Catarina,101.1,
399,Ian Pereira,nicoleda-rosa@example.com,Pessoa Física,2018-09-23 16:32:00,158.329.740-50,"Condomínio Ana Lívia Aragão, 679 Betânia 46284612 Lopes / CE",77481-121,Ceará,80.4,
